S11T20R01	FrameCounter	AccX	AccY	AccZ	GyrX	GyrY	GyrZ	EulerX	EulerY	EulerZ
2.41	241	-0.01	-0.917	0.386	51.9672906	-9.167328	4.1252976	114.3796055	-1.33499214	-25.37058024
2.42	242	-0.015	-0.933	0.373	51.852699	-10.313244	4.297185	114.9067269	-1.32926256	-25.47371268
2.43	243	-0.037	-0.939	0.356	51.279741	-11.745639	4.0680018	115.4338483	-1.31207382	-25.58830428
2.44	244	-0.045	-0.948	0.349	51.1078536	-11.6883432	2.9220858	115.95524	-1.28342592	-25.6971663
2.45	245	-0.043	-0.954	0.35	50.5348956	-9.5111028	1.5469866	116.4651727	-1.25477802	-25.78311
2.46	246	-0.025	-0.953	0.358	49.847346	-6.0733548	0	116.9693757	-1.22040054	-25.82894664
2.47	247	-0.006	-0.949	0.366	49.6181628	-3.6096354	-1.0886202	117.4735787	-1.19748222	-25.84613538
2.48	248	-0.005	-0.953	0.367	49.6181628	-3.3804522	-2.1199446	117.9835114	-1.15737516	-25.85759454
2.49	249	-0.008	-0.972	0.358	49.2170922	-2.1199446	-3.2658606	118.4819848	-1.1172681	-25.85186496
2.5	250	-0.01	-0.982	0.342	48.2430636	-0.1145916	-4.870143	118.95754	-1.07143146	-25.82321706
2.51	251	-0.004	-0.97	0.326	46.9252602	1.145916	-6.5317212	119.4273655	-1.01986524	-25.77738042
2.52	252	-0.004	-0.93	0.301	45.9512316	1.0886202	-7.7922288	119.8971911	-0.95683986	-25.72008462
2.53	253	-0.007	-0.891	0.307	47.2117392	-1.7761698	-7.734933	120.3727462	-0.88235532	-25.69143672
2.54	254	0.007	-0.849	0.356	49.5035712	-5.6149884	-8.2505952	120.8769493	-0.77922288	-25.69143672
2.55	255	0.032	-0.799	0.414	52.5975444	-7.9068204	-10.026765	121.4098002	-0.64744254	-25.6971663
2.56	256	0.052	-0.781	0.435	56.6082504	-9.0527364	-12.318597	121.9827582	-0.49274388	-25.6971663
2.57	257	0.056	-0.789	0.441	59.4157446	-10.4278356	-13.750992	122.5900937	-0.32085648	-25.70289588
2.58	258	0.055	-0.81	0.486	61.4783934	-10.5424272	-14.8396122	123.2146179	-0.13750992	-25.6971663
2.59	259	0.058	-0.849	0.55	59.301153	-5.3858052	-17.5898106	123.8162238	0.03437748	-25.63414092
2.6	260	0.084	-0.925	0.335	46.982556	6.6463128	-21.3713334	124.2745902	0.1718874	-25.45652394
2.61	261	-0.02	-0.914	0.346	41.9405256	4.9274388	-20.340009	124.6985791	0.30939732	-25.2960957
2.62	262	-0.03	-0.873	0.352	34.2628884	2.7501984	-16.615782	125.0480835	0.4297185	-25.17004494
2.63	263	-0.036	-0.799	0.279	26.2987722	-0.4583664	-14.2093584	125.3173738	0.55003968	-25.08983082
2.64	264	-0.096	-0.837	0.267	24.637194	-4.7555514	-8.9381448	125.5694753	0.64744254	-25.07264208
2.65	265	-0.077	-1.033	0.276	19.9389384	-4.9274388	-5.443101	125.7184444	0.7161975	-25.07837166
2.66	266	-0.036	-1.02	0.288	12.032118	-3.0366774	-8.1932994	125.8387655	0.79641162	-25.04972376
2.67	267	-0.012	-0.988	0.26	7.5630456	-1.6615782	-9.9121734	125.9189797	0.8880849	-25.00388712
2.68	268	0.008	-0.954	0.207	0.1145916	-0.7448454	-10.4278356	125.9189797	0.9740286	-24.9523209
2.69	269	0.031	-0.844	0.167	-9.2246238	0.6302538	-12.032118	125.8273064	1.07143146	-24.87783636
2.7	270	0.068	-0.734	0.127	-17.0168526	4.0680018	-13.6936962	125.6325007	1.16310474	-24.76324476
2.71	271	0.094	-0.617	0.099	-22.058883	5.9587632	-14.7250206	125.409047	1.24331886	-24.63146442
2.72	272	0.072	-0.519	0.19	-27.0436176	6.302538	-16.1001198	125.1397568	1.34072172	-24.4939545
2.73	273	0.033	-0.488	0.262	-30.080295	10.3705398	-15.469866	124.836089	1.4037471	-24.32779668
2.74	274	0.017	-0.539	0.253	-29.3927454	17.761698	-14.2093584	124.5381509	1.41520626	-24.11007264
2.75	275	0.058	-0.643	0.159	-31.9710564	22.4026578	-13.5791046	124.2001057	1.39801752	-23.85797112
2.76	276	0.092	-0.757	0.097	-35.7525792	19.3086846	-13.3499214	123.8391421	1.39801752	-23.6345175
2.77	277	0.119	-0.827	0.111	-35.1223254	10.2559482	-13.3499214	123.4839082	1.44958374	-23.47981884
2.78	278	0.135	-0.857	0.157	-33.7472262	8.021412	-15.0114996	123.1458629	1.52979786	-23.33657934
2.79	279	0.097	-0.835	0.198	-32.372127	8.4797784	-16.6730778	122.8192769	1.62147114	-23.18188068
2.8	280	0.027	-0.768	0.177	-29.3354496	4.6409598	-15.8709366	122.50415	1.72460358	-23.0615595
2.81	281	0	-0.675	0.109	-27.3873924	3.8961144	-13.5218088	122.2291301	1.81627686	-22.96415664
2.82	282	0.003	-0.59	0.07	-24.8663772	1.4896908	-11.45916	121.9770286	1.90795014	-22.8896721
2.83	283	0.023	-0.546	0.052	-19.5378678	-2.6356068	-10.6570188	121.7822229	2.01108258	-22.8610242
2.84	284	0.026	-0.52	0.077	-12.4904844	-5.9014674	-10.2559482	121.6561721	2.12567418	-22.85529462
2.85	285	0.036	-0.468	0.101	-4.1252976	-9.167328	-9.9121734	121.6046059	2.2631841	-22.88394252
2.86	286	0.062	-0.414	0.133	6.4744254	-10.4278356	-11.2299768	121.6676313	2.41788276	-22.90686084
2.87	287	0.05	-0.383	0.148	16.6730778	-10.2559482	-13.464513	121.8395187	2.58404058	-22.91832
2.88	288	0.028	-0.399	0.172	29.1635622	-8.0787078	-15.8709366	122.1374569	2.76165756	-22.90113126
2.89	289	0.015	-0.423	0.195	37.9871154	-7.3338624	-15.469866	122.5270683	2.93354496	-22.87248336
2.9	290	0.001	-0.44	0.186	44.117766	-7.9641162	-13.6936962	122.968246	3.0939732	-22.85529462
2.91	291	-0.011	-0.435	0.168	49.0452048	-10.5424272	-12.1467096	123.4667194	3.25440144	-22.86675378
2.92	292	-0.03	-0.4	0.161	54.144531	-13.2926256	-12.5477802	124.0167591	3.43201842	-22.90113126
2.93	293	-0.035	-0.336	0.136	59.874111	-15.6417534	-14.896908	124.6240946	3.64401288	-22.92977916
2.94	294	-0.012	-0.261	0.109	68.8695516	-18.1627686	-17.9908812	125.3231033	3.90184398	-22.96415664
2.95	295	0.036	-0.223	0.085	82.4486562	-17.8762896	-20.6837838	126.159622	4.17686382	-22.96988622
2.96	296	-0.048	-0.11	0.286	112.3570638	-14.32395	-23.6058696	127.305538	4.45188366	-22.92404958
2.97	297	-0.068	0.566	0.461	131.8949316	-15.5844576	-28.8197874	128.6519893	4.77274014	-22.84956504
2.98	298	-0.077	2.404	0.699	145.531332	-10.3705398	-38.101707	130.1474097	5.1279741	-22.66621848
2.99	299	-0.164	1.031	1.086	292.9534254	1.3178034	-27.5592798	133.1382505	5.32277982	-22.4313057
3	300	-0.312	-2.032	2.11	326.2422852	9.2819196	-40.7946096	136.4843252	5.5290447	-22.03596468
3.01	301	-0.073	-0.624	2.178	158.136408	28.1895336	-33.518043	138.1287146	5.54050386	-21.58332786
3.02	302	0.715	0.492	3.708	865.16658	-5.7868758	-18.334656	146.9350791	5.69520252	-21.33122634
3.03	303	0.147	0.081	3.598	237.8348658	3.5523396	0.3437748	149.3529619	5.64936588	-21.2853897
3.04	304	0.187	-0.168	1.139	102.5021862	-13.750992	-11.2872726	150.3957454	5.8155237	-21.23955306
3.05	305	0.065	0.095	2.611	183.060081	-2.4637194	-7.161975	152.2635885	5.86136034	-21.16506852
3.06	306	0.021	0.06	2.221	221.2190838	-29.0489706	-24.923673	154.5267726	6.2165943	-21.03328818
3.07	307	0.289	-0.159	2.597	263.2169052	-29.8511118	-24.5226024	157.2139456	6.57182826	-20.89577826
3.08	308	0.252	-0.004	2.717	275.879277	-32.4867186	-22.2880662	160.032899	6.9327918	-20.76399792
3.09	309	0.134	-0.045	2.661	270.6653592	-18.6784308	-24.2934192	162.8117453	7.161975	-20.55773304
3.1	310	0.159	-0.139	2.629	259.7218614	-2.8074942	-20.5118964	165.476	7.2192708	-20.340009
3.11	311	0.576	-0.074	2.4	249.1221384	10.4278356	-23.8923486	168.0371222	7.15051584	-20.05925958
3.12	312	0.327	-0.152	2.302	237.4337952	13.4072172	-16.6730778	170.4664642	7.02446508	-19.84726512
3.13	313	0.366	-0.072	2.187	222.3649998	12.5477802	-16.329303	172.746837	6.9041439	-19.64672982
3.14	314	0.324	-0.08	2.161	206.0929926	10.4851314	-15.183387	174.861052	6.79528188	-19.46911284
3.15	315	0.184	0.025	2.225	185.638392	13.5791046	-12.4904844	176.757543	6.6463128	-19.32587334
3.16	316	0.145	-0.075	2.106	170.5695966	13.8082878	-9.5111028	178.4993353	6.49734372	-19.21128174
3.17	317	0.103	-0.014	1.89	167.303736	15.9282324	-4.4690724	-179.7884908	6.31972674	-19.15398594
3.18	318	0.166	0.015	1.849	170.3977092	8.4224826	-3.7815228	-178.0581577	6.2165943	-19.1081493
3.19	319	0.214	0.178	1.679	161.2303812	2.291832	-1.0313244	-176.4194978	6.17648724	-19.08523098
3.2	320	0.195	0.057	1.343	121.2379128	6.7036086	-0.9740286	-175.1876381	6.09627312	-19.07377182
3.21	321	0.167	0.12	1.11	104.3929476	0.5156622	-4.7555514	-174.1219362	6.0733548	-19.0222056
3.22	322	0.064	0.109	0.934	98.0331138	0.9740286	4.8128472	-173.1364484	6.05616606	-19.06231266
3.23	323	-0.005	-0.716	1.128	63.02538	3.2085648	9.8548776	-172.5061946	6.02751816	-19.15971552
3.24	324	0.095	0.596	0.548	8.021412	17.5325148	19.3659804	-172.4488988	5.88427866	-19.38316914
3.25	325	0.072	0.087	0.708	7.3338624	8.1932994	11.0580894	-172.2369044	5.8441716	-19.480572
3.26	326	0.125	0.368	0.58	1.6615782	1.5469866	8.2505952	-172.2311748	5.8441716	-19.5665157
3.27	327	0.135	0.266	0.457	-16.329303	-1.0886202	5.0420304	-172.4030622	5.86136034	-19.61235234
3.28	328	0.033	0.195	0.562	-3.5523396	-5.3285094	5.5576926	-172.4431693	5.92438572	-19.65818898
3.29	329	-0.003	0.178	0.549	-13.2926256	-2.291832	6.3598338	-172.5806792	5.95303362	-19.72121436
3.3	330	0.044	0.205	0.544	-19.4232762	2.4064236	6.6463128	-172.7869441	5.94157446	-19.78996932
3.31	331	0.037	0.254	0.547	-19.480572	6.302538	6.9327918	-172.9932089	5.89000824	-19.87018344
3.32	332	0.055	0.222	0.511	-19.4232762	10.0840608	6.875496	-173.1994738	5.80406454	-19.95612714
3.33	333	0.058	0.205	0.463	-18.8503182	12.5477802	7.8495246	-173.4000091	5.68947294	-20.05353
3.34	334	0.107	0.244	0.536	-18.048177	14.2093584	9.8548776	-173.6005444	5.56915176	-20.17385118
3.35	335	0.068	0.31	0.603	-37.4141574	19.767051	12.7196676	-173.9786967	5.39153478	-20.32854984
3.36	336	0.125	0.288	0.688	-47.0971476	13.6364004	9.740286	-174.4714406	5.2712136	-20.44314144
3.37	337	0.129	0.23	0.76	-48.3003594	7.9068204	5.0993262	-174.969914	5.20818822	-20.50616682
3.38	338	0.091	0.201	0.853	-73.1667366	7.3338624	7.6203414	-175.720489	5.15089242	-20.5978401
3.39	339	0.052	0.185	0.9	-69.327918	5.6722842	8.5370742	-176.4309569	5.10505578	-20.69524296
3.4	340	0.063	0.25	0.955	-75.6877518	5.8441716	9.740286	-177.1987207	5.05921914	-20.7983754
3.41	341	0.097	0.202	1.053	-81.4173318	6.7036086	10.026765	-178.0352393	5.00765292	-20.912967
3.42	342	0.088	0.218	1.094	-89.954406	5.72958	9.6829902	-178.9577017	4.96754586	-21.01609944
3.43	343	0.152	0.25	1.183	-97.40286	5.7868758	11.0007936	-179.9603782	4.92170922	-21.13642062
3.44	344	0.097	0.138	1.184	-97.5747474	-0.286479	8.9381448	179.0379158	4.93316838	-21.23382348
3.45	345	0.093	0.113	1.181	-91.3295052	-4.7555514	5.72958	178.1097239	4.99046418	-21.30257844
3.46	346	0.089	0.122	1.159	-83.1935016	-4.6409598	4.1252976	177.261746	5.0420304	-21.34841508
3.47	347	0.083	0.049	1.2	-72.9375534	-5.9587632	2.4637194	176.5169006	5.11078536	-21.38279256
3.48	348	0.116	-0.006	1.25	-70.0727634	-4.1825934	3.9534102	175.8064327	5.156622	-21.4286292
3.49	349	0.123	-0.014	1.086	-59.6449278	-2.578311	7.734933	175.1933677	5.17954032	-21.5145729
3.5	350	0.187	-0.035	1.068	-57.4676874	-11.5164558	8.880849	174.6032209	5.30559108	-21.61197576
3.51	351	0.038	-0.159	0.831	-52.0818822	-20.626488	4.4117766	174.07037	5.51185596	-21.67500114
3.52	352	0.092	0.012	0.889	-30.7105488	-12.6623718	3.0366774	173.7552431	5.63217714	-21.72083778
3.53	353	0.129	-0.009	1.03	-25.9549974	0.572958	2.8074942	173.4916824	5.62644756	-21.74948568
3.54	354	0.112	0.09	1.134	-13.464513	13.464513	-0.286479	173.3541725	5.49466722	-21.73802652
3.55	355	0.125	-0.081	1.156	-10.4278356	15.8709366	-0.9740286	173.25104	5.33996856	-21.7151082
3.56	356	0.116	-0.044	1.1	-10.1986524	13.9801752	-0.1718874	173.1479076	5.20818822	-21.69791946
3.57	357	0.096	-0.066	1.013	-11.6883432	17.475219	-0.1145916	173.0275864	5.03630082	-21.68073072
3.58	358	0.093	-0.126	0.962	-14.7823164	21.1421502	-1.0313244	172.8728878	4.83003594	-21.65208282
3.59	359	0.081	-0.077	0.951	-16.5584862	22.2880662	-1.0313244	172.7067299	4.6123119	-21.62343492
3.6	360	0.066	-0.032	0.976	-14.3812458	22.1161788	-0.9740286	172.5749496	4.39458786	-21.58905744
3.61	361	0.074	0.046	1.025	-13.5218088	20.1681216	-0.4010706	172.4374397	4.19978214	-21.56613912
3.62	362	0.095	0.004	1.065	-14.8396122	18.3919518	-0.2291832	172.282741	4.02216516	-21.54895038
3.63	363	0.134	-0.143	1.072	-15.5844576	15.5844576	-1.718874	172.1280424	3.87319608	-21.5145729
3.64	364	-0.031	-0.163	1.026	-15.5271618	16.5011904	-3.5523396	171.9676141	3.71276784	-21.46300668
3.65	365	0.139	-0.031	0.896	-13.6936962	14.2093584	0	171.8472929	3.59817624	-21.44581794
3.66	366	0.059	-0.026	0.883	-11.8602306	8.9954406	0.286479	171.7269718	3.51223254	-21.44008836
3.67	367	0.046	-0.035	0.938	-13.464513	9.9694692	-0.1145916	171.5894618	3.41482968	-21.42289962
3.68	368	0.075	-0.172	0.973	-14.610429	11.5737516	0.1145916	171.4404928	3.30023808	-21.41144046
3.69	369	0.065	-0.038	0.949	-12.2613012	12.3758928	-0.859437	171.314442	3.1799169	-21.39425172
3.7	370	0.059	-0.069	0.958	-13.8655836	13.4072172	-1.0313244	171.1883912	3.05386614	-21.36560382
3.71	371	0.058	-0.067	0.964	-14.5531332	13.0061466	-0.7448454	171.0394222	2.92781538	-21.3426855
3.72	372	0.047	-0.066	0.963	-14.610429	11.6310474	-0.2291832	170.8904531	2.81895336	-21.32549676
3.73	373	0.053	-0.067	0.975	-14.1520626	9.8548776	-0.1145916	170.741484	2.7215505	-21.3140376
3.74	374	0.047	-0.061	0.978	-13.6936962	7.7922288	-0.1145916	170.6039741	2.64706596	-21.30257844
3.75	375	0.053	-0.065	0.995	-13.9228794	6.3598338	-0.1145916	170.4893825	2.58977016	-21.29111928
3.76	376	0.053	-0.068	1.007	-14.3812458	6.0733548	-0.3437748	170.3404134	2.53247436	-21.2853897
3.77	377	0.05	-0.069	1.007	-14.4385416	6.4744254	-0.3437748	170.1914443	2.46944898	-21.27393054
3.78	378	0.05	-0.071	1.009	-14.3812458	6.9900876	-0.3437748	170.0482048	2.40069402	-21.2567418
3.79	379	0.049	-0.067	1.016	-13.8082878	6.875496	-0.2291832	169.9049653	2.33766864	-21.25101222
3.8	380	0.045	-0.071	1.021	-12.7196676	6.302538	-0.1718874	169.8075625	2.28037284	-21.23955306
3.81	381	0.047	-0.072	1.027	-11.8602306	5.9014674	-0.1145916	169.6872413	2.22307704	-21.2280939
3.82	382	0.047	-0.073	1.024	-11.0580894	6.0733548	-0.1718874	169.5726497	2.16578124	-21.21663474
3.83	383	0.04	-0.084	1.02	-10.2559482	6.0733548	-0.1145916	169.4695172	2.10275586	-21.21090516
3.84	384	0.045	-0.078	1.012	-9.3392154	5.2712136	0.0572958	169.3721144	2.05118964	-21.199446
3.85	385	0.04	-0.079	1.009	-8.7662574	4.297185	0.2291832	169.3320073	2.01681216	-21.199446
3.86	386	0.039	-0.077	1.011	-8.2505952	3.2085648	0.3437748	169.2460636	1.98243468	-21.199446
3.87	387	0.038	-0.077	1.011	-8.0787078	1.9480572	0.5156622	169.1601199	1.96524594	-21.199446
3.88	388	0.041	-0.076	1.012	-7.448454	0.9740286	0.6875496	169.0856354	1.95378678	-21.20517558
3.89	389	0.04	-0.077	1.016	-6.1306506	-0.572958	0.7448454	169.02261	1.95951636	-21.21663474
3.9	390	0.041	-0.076	1.023	-4.583664	-2.578311	0.859437	169.0512579	1.98816426	-21.2280939
3.91	391	0.045	-0.074	1.033	-3.2658606	-4.870143	0.9167328	169.0168804	2.0340009	-21.24528264
3.92	392	0.043	-0.073	1.036	-2.2345362	-6.9327918	0.9167328	168.9939621	2.10275586	-21.26247138
3.93	393	0.042	-0.074	1.028	-1.6042824	-8.0787078	1.432395	168.9767734	2.1772404	-21.29111928
3.94	394	0.048	-0.08	1.026	-0.9167328	-8.9381448	1.5469866	168.9710438	2.2631841	-21.31976718
3.95	395	0.044	-0.076	1.02	-0.859437	-9.6256944	1.9480572	169.0111508	2.35485738	-21.35414466
3.96	396	0.051	-0.078	1.019	-1.0313244	-9.9694692	2.2345362	168.9996917	2.45226024	-21.39425172
3.97	397	0.053	-0.081	1.018	-0.8021412	-10.026765	2.1199446	168.9939621	2.54393352	-21.4286292
3.98	398	0.058	-0.079	1.017	-1.0313244	-10.026765	2.005353	168.9825029	2.64133638	-21.46873626
3.99	399	0.056	-0.08	1.01	-1.3750992	-10.4278356	2.005353	168.9653142	2.73873924	-21.50311374
4	400	0.059	-0.08	1.005	-1.6615782	-10.9434978	2.0626488	168.9939621	2.84760126	-21.5432208
4.01	401	0.061	-0.082	1.007	-2.005353	-11.1153852	1.9480572	168.9710438	2.9507337	-21.57759828
4.02	402	0.064	-0.081	1.012	-2.3491278	-11.0007936	1.8907614	168.9481255	3.05386614	-21.61197576
4.03	403	0.068	-0.083	1.011	-2.7501984	-10.4851314	1.7761698	168.9194776	3.15699858	-21.65208282
4.04	404	0.07	-0.084	1.01	-2.9793816	-9.8548776	1.7761698	168.8851001	3.24867186	-21.6864603
4.05	405	0.07	-0.083	1.007	-3.151269	-9.3965112	1.718874	168.9022888	3.34607472	-21.7151082
4.06	406	0.072	-0.083	1.004	-3.3804522	-9.2819196	1.6615782	168.8621818	3.43201842	-21.74948568
4.07	407	0.074	-0.083	1.003	-3.724227	-9.0527364	1.6615782	168.8278043	3.51796212	-21.77813358
4.08	408	0.076	-0.084	1.005	-3.9534102	-8.7089616	1.6042824	168.7819676	3.59817624	-21.81251106
4.09	409	0.078	-0.085	1.01	-4.010706	-7.9641162	1.6042824	168.7418606	3.67266078	-21.84115896
4.1	410	0.08	-0.085	1.013	-3.9534102	-7.0473834	1.3750992	168.7533197	3.7528749	-21.86407728
4.11	411	0.08	-0.085	1.013	-3.9534102	-6.2452422	1.3178034	168.7132127	3.8101707	-21.8869956
4.12	412	0.083	-0.085	1.015	-3.8388186	-5.5003968	1.2605076	168.6731056	3.86173692	-21.90991392
4.13	413	0.082	-0.084	1.013	-3.8388186	-4.7555514	1.145916	168.6329986	3.90757356	-21.92710266
4.14	414	0.083	-0.085	1.01	-3.8388186	-4.2398892	1.0313244	168.5928915	3.94768062	-21.9442914
4.15	415	0.084	-0.084	1.01	-3.8961144	-3.6669312	0.9740286	168.6329986	3.99351726	-21.95575056
4.16	416	0.084	-0.083	1.009	-3.7815228	-3.3804522	0.9167328	168.5928915	4.02216516	-21.9729393
4.17	417	0.086	-0.082	1.011	-3.8388186	-2.9793816	0.859437	168.5527844	4.05081306	-21.98439846
4.18	418	0.086	-0.082	1.011	-3.9534102	-2.4064236	0.8021412	168.5126774	4.07373138	-21.99585762
4.19	419	0.086	-0.082	1.007	-4.1825934	-1.8907614	0.6875496	168.4668407	4.09092012	-22.00731678
4.2	420	0.087	-0.083	1.009	-4.4117766	-1.432395	0.6875496	168.5298661	4.11956802	-22.01304636
4.21	421	0.087	-0.081	1.009	-4.5263682	-0.9740286	0.6875496	168.4840295	4.13102718	-22.01877594
4.22	422	0.085	-0.082	1.006	-4.7555514	-0.6875496	0.6302538	168.4324633	4.13675676	-22.0302351
4.23	423	0.087	-0.081	1.009	-4.9847346	-0.572958	0.572958	168.380897	4.14248634	-22.03596468
4.24	424	0.086	-0.081	1.009	-5.0420304	-0.1145916	0.6302538	168.3293308	4.14248634	-22.04169426
4.25	425	0.087	-0.083	1.01	-5.156622	0	0.6302538	168.3923562	4.15967508	-22.04169426
4.26	426	0.087	-0.083	1.013	-5.2139178	0.3437748	0.572958	168.34079	4.1539455	-22.04742384
4.27	427	0.087	-0.083	1.014	-5.0993262	0.4583664	0.572958	168.2892238	4.14821592	-22.05315342
4.28	428	0.087	-0.083	1.013	-4.9274388	0.572958	0.5156622	168.2376575	4.14248634	-22.058883
4.29	429	0.087	-0.083	1.014	-4.6409598	0.572958	0.5156622	168.1918209	4.13675676	-22.058883
4.3	430	0.086	-0.083	1.015	-4.297185	0.4010706	0.572958	168.2777646	4.14821592	-22.058883
4.31	431	0.088	-0.084	1.016	-3.9534102	0.0572958	0.5156622	168.2376575	4.14821592	-22.06461258
4.32	432	0.088	-0.084	1.016	-3.5523396	0	0.5156622	168.1975505	4.14821592	-22.07034216
4.33	433	0.087	-0.085	1.016	-3.3231564	-0.0572958	0.5156622	168.163173	4.14821592	-22.07607174
4.34	434	0.087	-0.084	1.016	-3.0366774	-0.1145916	0.5156622	168.1345251	4.14821592	-22.08180132
4.35	435	0.088	-0.085	1.012	-2.9220858	-0.2291832	0.572958	168.2777646	4.17686382	-22.07607174
4.36	436	0.087	-0.085	1.011	-2.8074942	-0.5156622	0.6302538	168.2491167	4.17686382	-22.08180132
4.37	437	0.087	-0.085	1.01	-2.7501984	-0.8021412	0.572958	168.2204688	4.18832298	-22.0875309
4.38	438	0.089	-0.086	1.009	-2.86479	-1.145916	0.6302538	168.1918209	4.19405256	-22.09899006
4.39	439	0.088	-0.085	1.011	-2.9220858	-1.432395	0.6302538	168.163173	4.2112413	-22.10471964
4.4	440	0.09	-0.087	1.009	-3.2085648	-1.6042824	0.7448454	168.2491167	4.24561878	-22.11044922
4.41	441	0.089	-0.088	1.009	-3.3804522	-1.7761698	0.8021412	168.2147392	4.26280752	-22.12190838
4.42	442	0.09	-0.087	1.006	-3.4950438	-2.1199446	0.859437	168.1746322	4.27999626	-22.13336754
4.43	443	0.09	-0.087	1.007	-3.437748	-2.4064236	0.859437	168.1402547	4.30291458	-22.1448267
4.44	444	0.091	-0.088	1.009	-3.6096354	-2.5210152	0.9167328	168.1001476	4.3258329	-22.16201544
4.45	445	0.092	-0.089	1.013	-3.7815228	-2.7501984	0.9167328	168.1517138	4.36593996	-22.16774502
4.46	446	0.093	-0.087	1.015	-3.8961144	-2.86479	0.9740286	168.1116068	4.39458786	-22.18493376
4.47	447	0.092	-0.087	1.013	-3.9534102	-3.0366774	0.9740286	168.0714997	4.42323576	-22.19639292
4.48	448	0.093	-0.087	1.007	-3.8961144	-3.437748	1.0313244	168.0313927	4.45188366	-22.21358166
4.49	449	0.094	-0.087	1.006	-3.7815228	-3.4950438	0.9740286	167.9912856	4.48626114	-22.2307704
4.5	450	0.095	-0.086	1.007	-3.6096354	-3.4950438	0.9167328	168.0428518	4.53209778	-22.24222956
4.51	451	0.096	-0.087	1.008	-3.4950438	-3.3804522	0.9167328	168.0084743	4.56647526	-22.25368872
4.52	452	0.097	-0.087	1.01	-3.3804522	-3.3804522	0.9167328	167.9740969	4.59512316	-22.27087746
4.53	453	0.096	-0.086	1.011	-3.3804522	-3.0939732	0.9167328	167.9339898	4.62377106	-22.2880662
4.54	454	0.097	-0.087	1.011	-3.3231564	-2.86479	0.9167328	167.8996123	4.65241896	-22.29952536
4.55	455	0.099	-0.086	1.011	-3.3231564	-2.8074942	0.9167328	167.9740969	4.69252602	-22.30525494
4.56	456	0.099	-0.086	1.011	-3.3231564	-2.86479	0.8021412	167.9339898	4.72117392	-22.32244368
4.57	457	0.101	-0.086	1.013	-3.3804522	-2.6356068	0.8021412	167.8996123	4.74409224	-22.33390284
4.58	458	0.1	-0.086	1.012	-3.2085648	-2.4637194	0.859437	167.8652348	4.76701056	-22.345362
4.59	459	0.102	-0.086	1.011	-3.2658606	-2.3491278	0.8021412	167.8365869	4.78992888	-22.36255074
4.6	460	0.102	-0.087	1.012	-3.151269	-2.0626488	0.7448454	167.9282602	4.83003594	-22.36255074
4.61	461	0.103	-0.087	1.01	-3.151269	-1.8907614	0.6875496	167.8938827	4.84722468	-22.36828032
4.62	462	0.103	-0.087	1.008	-3.0939732	-1.7761698	0.6875496	167.8595053	4.86441342	-22.37973948
4.63	463	0.101	-0.086	1.009	-3.2085648	-1.6042824	0.6875496	167.8308574	4.88160216	-22.39119864
4.64	464	0.103	-0.087	1.009	-3.2085648	-1.2032118	0.6302538	167.7964799	4.89306132	-22.4026578
4.65	465	0.104	-0.087	1.008	-3.2085648	-0.8021412	0.572958	167.9282602	4.9274388	-22.39119864
4.66	466	0.105	-0.088	1.007	-3.3804522	-0.4583664	0.4583664	167.8938827	4.93316838	-22.39692822
4.67	467	0.105	-0.087	1.008	-3.437748	-0.1145916	0.4583664	167.8595053	4.93316838	-22.4026578
4.68	468	0.105	-0.088	1.01	-3.5523396	0.1145916	0.4010706	167.8193982	4.9274388	-22.40838738
4.69	469	0.104	-0.088	1.011	-3.6669312	0.4583664	0.4010706	167.7850207	4.92170922	-22.41411696
4.7	470	0.104	-0.089	1.008	-3.724227	0.6875496	0.4010706	167.8938827	4.94462754	-22.4026578
4.71	471	0.105	-0.089	1.008	-3.7815228	0.8021412	0.286479	167.8537757	4.93889796	-22.4026578
4.72	472	0.105	-0.088	1.009	-3.7815228	1.2032118	0.286479	167.8136686	4.92170922	-22.4026578
4.73	473	0.104	-0.089	1.008	-3.7815228	1.4896908	0.286479	167.7792911	4.91025006	-22.40838738
4.74	474	0.104	-0.088	1.009	-3.7815228	1.6042824	0.2291832	167.7391841	4.89306132	-22.40838738
4.75	475	0.103	-0.089	1.009	-3.8388186	1.6615782	0.286479	167.8193982	4.8987909	-22.39692822
4.76	476	0.103	-0.089	1.008	-3.7815228	1.6615782	0.286479	167.7850207	4.88160216	-22.39692822
4.77	477	0.103	-0.087	1.009	-3.724227	1.6042824	0.3437748	167.7449137	4.86441342	-22.39692822
4.78	478	0.104	-0.088	1.009	-3.6669312	1.6615782	0.286479	167.7048066	4.84722468	-22.39692822
4.79	479	0.103	-0.088	1.009	-3.724227	1.6042824	0.286479	167.6704291	4.83003594	-22.39692822
4.8	480	0.103	-0.09	1.011	-3.7815228	1.6615782	0.3437748	167.7563728	4.83576552	-22.38546906
4.81	481	0.103	-0.089	1.011	-3.8388186	1.5469866	0.3437748	167.7162658	4.82430636	-22.38546906
4.82	482	0.102	-0.089	1.01	-3.7815228	1.6042824	0.3437748	167.6761587	4.80711762	-22.38546906
4.83	483	0.103	-0.089	1.009	-3.7815228	1.432395	0.3437748	167.6417812	4.78992888	-22.39119864
4.84	484	0.102	-0.089	1.01	-3.7815228	1.3750992	0.3437748	167.6016742	4.77846972	-22.39119864
