S11T20R01	FrameCounter	AccX	AccY	AccZ	GyrX	GyrY	GyrZ	EulerX	EulerY	EulerZ
2.38	238	-0.02	-1.007	0.097	-10.3705398	-2.9793816	1.5469866	93.89062746	-1.0313244	-10.33043274
2.39	239	-0.022	-1.009	0.096	-10.6570188	-2.578311	1.2032118	93.78176544	-1.04278356	-10.35908064
2.4	240	-0.024	-1.011	0.095	-10.7716104	-2.291832	1.0313244	93.67290342	-1.05424272	-10.38199896
2.41	241	-0.028	-1.011	0.096	-10.9434978	-1.8907614	0.859437	93.5640414	-1.0599723	-10.40491728
2.42	242	-0.026	-1.014	0.096	-11.3445684	-1.3178034	0.7448454	93.4494498	-1.06570188	-10.42210602
2.43	243	-0.023	-1.013	0.099	-11.745639	-1.145916	0.8021412	93.32912862	-1.07716104	-10.43356518
2.44	244	-0.021	-1.012	0.092	-12.1467096	-0.9167328	0.9167328	93.20880744	-1.08289062	-10.44502434
2.45	245	-0.02	-1.017	0.088	-12.4331886	-0.6302538	1.0886202	93.08275668	-1.09434978	-10.4564835
2.46	246	-0.021	-1.024	0.088	-13.0061466	-0.3437748	1.0313244	92.95097634	-1.10580894	-10.46221308
2.47	247	-0.023	-1.025	0.083	-13.8082878	-0.1718874	0.8021412	92.81346642	-1.1172681	-10.46221308
2.48	248	-0.026	-1.025	0.078	-14.3812458	-0.3437748	0.7448454	92.66449734	-1.12299768	-10.46794266
2.49	249	-0.027	-1.027	0.079	-14.896908	-0.6875496	0.6302538	92.51552826	-1.12872726	-10.47940182
2.5	250	-0.028	-1.028	0.08	-15.5844576	-0.7448454	0.572958	92.3608296	-1.14018642	-10.49086098
2.51	251	-0.027	-1.026	0.08	-16.1001198	-0.9740286	0.572958	92.20040136	-1.145916	-10.50232014
2.52	252	-0.027	-1.025	0.073	-16.902261	-1.2032118	0.572958	92.02851396	-1.15164558	-10.5137793
2.53	253	-0.03	-1.027	0.065	-18.048177	-1.2032118	0.6302538	91.8451674	-1.15737516	-10.53096804
2.54	254	-0.031	-1.022	0.058	-18.7930224	-1.5469866	0.5156622	91.65609126	-1.16310474	-10.54815678
2.55	255	-0.033	-1.015	0.054	-19.4232762	-1.8334656	0.2291832	91.45555596	-1.16883432	-10.5710751
2.56	256	-0.032	-1.01	0.051	-19.9389384	-2.1772404	0.1145916	91.25502066	-1.16883432	-10.59399342
2.57	257	-0.031	-1.007	0.049	-20.2254174	-2.4637194	0	91.05448536	-1.16883432	-10.61691174
2.58	258	-0.029	-1.01	0.045	-20.6837838	-2.578311	0.0572958	90.8424909	-1.1745639	-10.64555964
2.59	259	-0.03	-1.012	0.042	-21.199446	-2.7501984	0	90.63049644	-1.1745639	-10.67993712
2.6	260	-0.031	-1.016	0.042	-22.0015872	-2.6356068	0	90.40704282	-1.1745639	-10.70858502
2.61	261	-0.031	-1.016	0.04	-22.631841	-2.4637194	0.0572958	90.17785962	-1.1745639	-10.73150334
2.62	262	-0.031	-1.02	0.033	-23.3193906	-2.1772404	0.0572958	89.94294684	-1.18029348	-10.76015124
2.63	263	-0.029	-1.023	0.028	-24.064236	-1.8907614	0.1718874	89.6965749	-1.18029348	-10.77733998
2.64	264	-0.028	-1.027	0.026	-24.8663772	-1.6042824	0.2291832	89.44447338	-1.18602306	-10.8002583
2.65	265	-0.026	-1.032	0.026	-25.6112226	-1.432395	0.4010706	89.19237186	-1.19175264	-10.81744704
2.66	266	-0.027	-1.033	0.025	-26.8717302	-1.2605076	0.4583664	88.91735202	-1.19748222	-10.8289062
2.67	267	-0.026	-1.034	0.021	-28.1322378	-0.8021412	0.4583664	88.63087302	-1.20894138	-10.84036536
2.68	268	-0.029	-1.032	0.017	-29.3927454	-0.4010706	0.4583664	88.33293486	-1.21467096	-10.85182452
2.69	269	-0.031	-1.033	0.017	-30.7678446	-0.1718874	0.3437748	88.02353754	-1.22040054	-10.8575541
2.7	270	-0.032	-1.031	0.012	-31.8564648	0.1718874	0.572958	87.70268106	-1.2318597	-10.8575541
2.71	271	-0.031	-1.034	0.003	-33.231564	0.572958	0.6302538	87.36463584	-1.23758928	-10.85182452
2.72	272	-0.033	-1.042	-0.003	-34.8358464	0.7448454	0.6875496	87.00940188	-1.24904844	-10.85182452
2.73	273	-0.031	-1.042	-0.007	-36.382833	0.9740286	0.7448454	86.64270876	-1.2605076	-10.84609494
2.74	274	-0.029	-1.018	-0.014	-37.7006364	1.2605076	0	86.2588269	-1.2605076	-10.83463578
2.75	275	-0.029	-1.027	-0.013	-38.388186	1.5469866	-0.286479	85.86921546	-1.2605076	-10.82317662
2.76	276	-0.029	-1.036	-0.013	-39.9924684	2.1199446	-0.4010706	85.46241528	-1.2605076	-10.80598788
2.77	277	-0.029	-1.034	-0.015	-41.5967508	2.8074942	-0.4583664	85.03842636	-1.25477802	-10.78306956
2.78	278	-0.028	-1.029	-0.024	-43.1437374	3.437748	-0.572958	84.60297828	-1.25477802	-10.75442166
2.79	279	-0.03	-1.028	-0.032	-44.7480198	4.297185	-0.9167328	84.14461188	-1.24331886	-10.72004418
2.8	280	-0.033	-1.03	-0.039	-46.5241896	5.2139178	-1.3178034	83.67478632	-1.2318597	-10.67420754
2.81	281	-0.036	-1.031	-0.042	-48.2430636	6.1879464	-1.7761698	83.18204244	-1.21467096	-10.61691174
2.82	282	-0.038	-1.029	-0.045	-49.7327544	7.161975	-2.1772404	82.6778394	-1.19175264	-10.55388636
2.83	283	-0.039	-1.025	-0.051	-51.3943326	8.021412	-2.578311	82.15071804	-1.16310474	-10.4851314
2.84	284	-0.039	-1.028	-0.057	-52.998615	8.7662574	-2.8074942	81.61213752	-1.12872726	-10.41064686
2.85	285	-0.039	-1.027	-0.063	-54.7747848	9.6256944	-2.9793816	81.05636826	-1.09434978	-10.32470316
2.86	286	-0.037	-1.027	-0.07	-56.722842	10.6570188	-3.3804522	80.47768068	-1.04851314	-10.23302988
2.87	287	-0.038	-1.026	-0.076	-58.728195	11.6310474	-3.8961144	79.87607478	-1.0026765	-10.12989744
2.88	288	-0.035	-1.027	-0.085	-60.6762522	12.7196676	-4.4117766	79.25728014	-0.9453807	-10.02103542
2.89	289	-0.035	-1.025	-0.092	-62.6243094	13.6364004	-4.7555514	78.62129676	-0.88235532	-9.90071424
2.9	290	-0.034	-1.028	-0.099	-64.5150708	14.4385416	-4.6982556	77.96812464	-0.81932994	-9.77466348
2.91	291	-0.03	-1.025	-0.103	-66.8069028	14.4958374	-4.8128472	77.28630462	-0.75057498	-9.64861272
2.92	292	-0.024	-1.024	-0.113	-69.041439	14.3812458	-4.8128472	76.58156628	-0.68182002	-9.52829154
2.93	293	-0.019	-1.022	-0.117	-71.7343416	14.037471	-4.8128472	75.84818004	-0.61306506	-9.40797036
2.94	294	-0.017	-1.024	-0.128	-74.198061	13.3499214	-4.9847346	75.09187548	-0.5443101	-9.29910834
2.95	295	-0.014	-1.029	-0.142	-77.34933	13.1207382	-5.156622	74.3126526	-0.47555514	-9.1959759
2.96	296	-0.01	-1.032	-0.151	-80.3287116	13.178034	-5.5576926	73.49332266	-0.39534102	-9.09284346
2.97	297	-0.009	-1.028	-0.158	-83.365389	13.0634424	-6.1306506	72.64534482	-0.30939732	-8.98971102
2.98	298	-0.014	-1.018	-0.165	-86.1728832	13.2353298	-6.875496	71.7629895	-0.21772404	-8.89230816
2.99	299	-0.013	-1.015	-0.172	-88.6366026	13.9801752	-7.448454	70.86344544	-0.12032118	-8.78917572
3	300	-0.018	-1.01	-0.176	-91.5586884	14.896908	-7.9068204	69.93525348	-0.01145916	-8.68604328
3.01	301	-0.016	-1.009	-0.183	-94.824549	15.8709366	-8.0787078	68.97268404	0.10313244	-8.57145168
3.02	302	-0.013	-1.004	-0.178	-98.3195928	16.4438946	-8.3651868	67.97573712	0.22345362	-8.45686008
3.03	303	-0.011	-1	-0.177	-101.9292282	15.2406828	-8.4797784	66.93868314	0.3437748	-8.35372764
3.04	304	-0.018	-0.992	-0.18	-105.7680468	13.6936962	-8.880849	65.8615221	0.4583664	-8.27351352
3.05	305	-0.02	-0.979	-0.204	-109.5495696	13.9801752	-9.6256944	64.75571316	0.59014674	-8.1932994
3.06	306	-0.025	-0.987	-0.236	-112.9873176	16.5584862	-10.6570188	63.60979716	0.73911582	-8.09589654
3.07	307	-0.022	-0.99	-0.236	-117.5136858	20.340009	-11.8029348	62.41231494	0.9167328	-7.97557536
3.08	308	-0.016	-0.978	-0.221	-120.5503632	20.1681216	-12.7196676	61.1919144	1.10007936	-7.86671334
3.09	309	-0.017	-0.961	-0.214	-123.9308154	17.9335854	-13.6936962	59.9314068	1.2891555	-7.78076964
3.1	310	-0.029	-0.931	-0.227	-127.0820844	16.042824	-14.6677248	58.64798088	1.47250206	-7.72347384
3.11	311	-0.044	-0.917	-0.26	-129.4312122	19.8816426	-15.8136408	57.33590706	1.6902261	-7.64325972
3.12	312	-0.048	-0.918	-0.296	-133.5565098	27.2728008	-16.8449652	55.9779966	1.95378678	-7.51147938
3.13	313	-0.034	-0.933	-0.317	-137.7391032	30.9970278	-17.18874	54.57997908	2.24026578	-7.3625103
3.14	314	-0.015	-0.936	-0.318	-141.5779218	33.4034514	-18.3919518	53.14758408	2.56112226	-7.20208206
3.15	315	0.001	-0.919	-0.312	-145.7032194	35.6379876	-20.05353	51.6808116	2.90489706	-7.04165382
3.16	316	0.023	-0.875	-0.316	-148.396122	37.6433406	-21.4286292	50.17393206	3.27731976	-6.88695516
3.17	317	0.019	-0.831	-0.3	-147.7085724	37.528749	-21.3713334	48.67851168	3.64974246	-6.74371566
3.18	318	0.019	-0.801	-0.296	-146.2188816	36.669312	-21.199446	47.20028004	4.02216516	-6.61193532
3.19	319	0.023	-0.79	-0.34	-146.2761774	38.5600734	-21.4286292	45.7220484	4.4117766	-6.4744254
3.2	320	0.026	-0.793	-0.39	-145.6459236	39.4768062	-20.9702628	44.25527592	4.80711762	-6.34264506
3.21	321	0.036	-0.809	-0.443	-146.677248	40.7946096	-21.485925	42.7713147	5.21964738	-6.2165943
3.22	322	0.043	-0.806	-0.464	-146.677248	41.7113424	-22.4026578	41.28735348	5.64936588	-6.09627312
3.23	323	0.047	-0.782	-0.444	-144.4427118	41.4821592	-23.1475032	39.82631058	6.07908438	-5.99887026
3.24	324	0.053	-0.748	-0.462	-141.234147	42.6280752	-24.1788276	38.39391558	6.5317212	-5.90719698
3.25	325	0.05	-0.708	-0.478	-137.5672158	41.1956802	-25.0955604	37.00735722	6.97862844	-5.84990118
3.26	326	0.045	-0.675	-0.517	-132.2387064	37.0130868	-25.7258142	35.66090592	7.40261736	-5.82698286
3.27	327	0.048	-0.702	-0.627	-129.4312122	39.4768062	-27.0436176	34.34310252	7.85525418	-5.8155237
3.28	328	0.056	-0.736	-0.684	-126.4518306	45.7793442	-26.9863218	33.0596766	8.35372764	-5.77541664
3.29	329	0.079	-0.76	-0.729	-123.0140826	49.3316838	-26.6998428	31.81062816	8.88657858	-5.72385042
3.3	330	0.132	-0.778	-0.775	-119.6336304	50.3057124	-27.6165756	30.60168678	9.43088868	-5.68947294
3.31	331	0.174	-0.769	-0.82	-114.5343042	47.6701056	-28.5906042	29.43285246	9.95801004	-5.68374336
3.32	332	0.19	-0.745	-0.84	-104.1637644	45.0917946	-29.8511118	28.36715058	10.47367224	-5.71812084
3.33	333	0.205	-0.751	-0.882	-93.7932246	43.4302164	-30.366774	27.39885156	10.9721457	-5.76968706
3.34	334	0.24	-0.781	-0.932	-88.9803774	42.9145542	-28.7624916	26.47638918	11.46488958	-5.82125328
3.35	335	0.276	-0.806	-0.928	-84.4540092	39.247623	-24.1215318	25.61695218	11.90606724	-5.85563076
3.36	336	0.271	-0.811	-0.947	-81.3027402	35.2942128	-20.4546006	24.7804335	12.2899491	-5.87854908
3.37	337	0.248	-0.78	-0.933	-78.6671334	30.2521824	-18.7357266	23.96683314	12.62799432	-5.91865614
3.38	338	0.232	-0.751	-0.932	-74.8856106	26.1268848	-18.048177	23.19333984	12.9202029	-5.97022236
3.39	339	0.224	-0.749	-0.924	-70.1300592	23.204799	-18.7357266	22.4599536	13.19522274	-6.0447069
3.4	340	0.239	-0.78	-0.886	-64.5150708	20.3973048	-19.6524594	21.79532232	13.44732426	-6.14210976
3.41	341	0.276	-0.813	-0.886	-62.5097178	20.2827132	-20.2254174	21.13069104	13.6936962	-6.25097178
3.42	342	0.306	-0.804	-0.856	-63.0826758	21.3140376	-20.2254174	20.46033018	13.9515273	-6.3598338
3.43	343	0.304	-0.767	-0.839	-63.5410422	19.5378678	-17.475219	19.78996932	14.18644008	-6.45150708
3.44	344	0.3	-0.718	-0.828	-63.5410422	15.8709366	-13.9228794	19.12533804	14.36978664	-6.52599162
3.45	345	0.275	-0.659	-0.816	-62.5670136	11.2299768	-10.4851314	18.49508424	14.50156698	-6.57755784
3.46	346	0.252	-0.61	-0.806	-60.3897732	7.6776372	-8.5370742	17.86483044	14.59324026	-6.63485364
3.47	347	0.239	-0.578	-0.782	-57.0666168	4.870143	-7.6203414	17.2746837	14.65053606	-6.69214944
3.48	348	0.24	-0.583	-0.768	-54.6601932	1.145916	-7.2192708	16.7017257	14.67918396	-6.75517482
3.49	349	0.227	-0.588	-0.755	-52.9413192	-5.156622	-6.7609044	16.14595644	14.6390769	-6.83538894
3.5	350	0.225	-0.605	-0.729	-50.133825	-9.3392154	-7.2192708	15.6417534	14.56459236	-6.92706222
3.51	351	0.219	-0.611	-0.696	-47.7846972	-12.4904844	-8.3651868	15.13182078	14.46145992	-7.04165382
3.52	352	0.21	-0.6	-0.677	-46.123119	-14.8396122	-8.0787078	14.63334732	14.33540916	-7.161975
3.53	353	0.187	-0.582	-0.638	-43.9458786	-19.8816426	-6.016059	14.16352176	14.15779218	-7.2765666
3.54	354	0.14	-0.546	-0.567	-42.1697088	-27.0436176	-3.3231564	13.71088494	13.89996108	-7.38542862
3.55	355	0.108	-0.522	-0.534	-40.7946096	-31.1689152	-1.432395	13.30408476	13.59629334	-7.47137232
3.56	356	0.091	-0.5	-0.492	-39.0184398	-33.1169724	-0.3437748	12.89728458	13.27543686	-7.55731602
3.57	357	0.043	-0.49	-0.429	-35.6952834	-38.388186	0.3437748	12.5191323	12.90301416	-7.6489893
3.58	358	-0.006	-0.486	-0.36	-33.3461556	-46.5241896	2.1199446	12.16389834	12.45037734	-7.74066258
3.59	359	-0.044	-0.485	-0.276	-31.9710564	-55.1185596	6.4171296	11.8315827	11.90033766	-7.80368796
3.6	360	-0.073	-0.501	-0.168	-29.6219286	-62.0513514	9.5683986	11.55656286	11.27581344	-7.8495246
3.61	361	-0.077	-0.51	-0.061	-29.220858	-68.5257768	10.9434978	11.2586247	10.58826384	-7.88963166
3.62	362	-0.07	-0.543	-0.011	-31.3980984	-75.5158644	11.2299768	10.93776822	9.83195928	-7.94692746
3.63	363	-0.049	-0.555	-0.046	-37.0703826	-78.495246	12.7196676	10.56534552	9.04700682	-7.98703452
3.64	364	-0.006	-0.535	-0.132	-42.112413	-81.5319234	15.2979786	10.14708618	8.2219473	-7.99849368
3.65	365	-0.011	-0.586	-0.211	-48.987909	-86.4593622	21.0275586	9.68871978	7.33959198	-7.95838662
3.66	366	0.018	-0.598	-0.27	-60.9627312	-82.3913604	22.631841	9.09284346	6.49734372	-7.88963166
3.67	367	0.167	-0.586	-0.359	-67.2652692	-66.4058322	14.7823164	8.4224826	5.82125328	-7.85525418
3.68	368	0.309	-0.61	-0.425	-72.7083702	-57.4103916	3.8388186	7.68909636	5.2425657	-7.91254998
3.69	369	0.374	-0.587	-0.515	-79.8130494	-55.4050386	-1.145916	6.875496	4.69252602	-7.99849368
3.7	370	0.315	-0.528	-0.57	-89.381448	-56.8947294	0.6302538	5.9874111	4.13675676	-8.06724864
3.71	371	0.165	-0.379	-0.497	-93.7932246	-53.1705024	6.0733548	5.0420304	3.59817624	-8.06724864
3.72	372	-0.019	-0.209	-0.343	-89.6106312	-41.0237928	16.7303736	4.14821592	3.16845774	-7.9354683
3.73	373	-0.188	-0.06	-0.162	-87.7771656	-22.2307704	28.934379	3.27731976	2.9220858	-7.66617804
3.74	374	-0.324	0.091	0.047	-91.2149136	-4.8128472	35.4661002	2.36631654	2.84187168	-7.31094408
3.75	375	-0.35	0.176	0.003	-84.9123756	3.724227	32.8877892	1.51260912	2.84187168	-6.97289886
3.76	376	-0.188	0.246	0.026	-75.7450476	7.6776372	28.4187168	0.75630456	2.90489706	-6.68069028
3.77	377	0.014	0.31	0.15	-75.8023434	4.1825934	23.3193906	0	2.93354496	-6.44004792
3.78	378	0.059	0.386	0.103	-70.5884256	4.010706	15.0687954	-0.70473834	2.96792244	-6.28534926
3.79	379	-0.051	0.435	-0.1	-62.5670136	29.793816	20.5118964	-1.32926256	3.26013102	-6.0733548
3.8	380	-0.342	0.562	-0.206	-50.133825	65.3745078	33.5753388	-1.85065434	3.88465524	-5.72958
3.81	381	-0.777	0.797	-0.247	-23.9496444	111.8986974	49.6181628	-2.07410796	5.00192334	-5.2425657
3.82	382	-1.01	0.976	-0.335	2.9220858	171.1425546	64.457775	-1.99962342	6.71506776	-4.6123119
3.83	383	-0.764	1.011	-0.478	28.9916748	231.0166656	70.5884256	-1.63865988	9.0240885	-3.91903272
3.84	384	-0.235	0.948	-0.355	16.8449652	247.1167854	68.2965936	-1.3750992	11.48207832	-3.22575354
3.85	385	0.212	0.783	-0.175	-4.010706	249.1794342	67.4944524	-1.31207382	13.96871604	-2.53247436
3.86	386	0.428	0.752	-0.134	-25.6112226	254.9090142	66.5777196	-1.42093584	16.49546082	-1.8334656
3.87	387	0.587	0.875	-0.396	-27.6738714	278.0565174	66.8641986	-1.52406828	19.25711838	-1.12872726
3.88	388	0.554	0.739	-0.749	-10.0840608	300.80295	63.884817	-1.42093584	22.24795914	-0.44117766
3.89	389	0.486	0.645	-0.938	2.9220858	316.2155202	60.5043648	-1.16310474	25.3820394	0.22345362
3.9	390	0.533	0.577	-2.076	27.9030546	310.3713486	53.3423898	-0.63598338	28.45882386	0.85370742
3.91	391	0.09	2.455	-3.096	-95.111028	250.4972376	-98.3195928	-2.18869956	30.89962494	-0.23491278
3.92	392	1.739	3.593	-3.996	-160.3136484	93.5067456	-239.8402188	-5.29413192	31.6559295	-3.0366774
3.93	393	3.273	1.656	-3.996	-53.6861646	-9.5111028	-185.0081382	-6.95571012	31.36372092	-5.16235158
3.94	394	3.981	1.819	-2.446	-17.475219	60.16059	-114.0759378	-7.86671334	31.81062816	-6.55463952
3.95	395	3.646	1.212	-3.123	-103.3043274	157.7926332	-1.432395	-9.05846598	33.35188518	-6.78382272
3.96	396	3.396	0.541	-3.69	-62.6243094	38.4454818	92.6473086	-9.11576178	33.8618178	-5.74103916
3.97	397	3.381	1.429	-2.667	-66.3485364	-45.550161	103.2470316	-9.06419556	33.56960922	-4.44615408
3.98	398	2.731	1.235	-1.865	-1.0886202	-33.518043	93.0483792	-8.43394176	33.38053308	-3.30023808
3.99	399	2.173	0.593	-1.173	4.2398892	3.9534102	94.0224078	-7.78076964	33.55242048	-2.19442914
4	400	1.828	0.235	-0.315	-3.0366774	6.5317212	92.4181254	-7.21354122	33.7472262	-1.11153852
4.01	401	1.034	0.337	0.177	-33.4034514	-57.1812084	75.8596392	-7.01300592	33.27167106	-0.1432395
4.02	402	0.236	0.482	0.295	-55.576926	-113.6175714	48.128472	-7.17916374	32.20596918	0.5443101
4.03	403	0.122	0.35	0.129	-58.2698286	-127.8842256	18.7930224	-7.55731602	30.96265032	0.92246238
4.04	404	0.257	0.228	-0.059	-51.7954032	-119.748222	-3.3804522	-8.00995284	29.77662726	1.03705398
4.05	405	0.113	0.2	-0.169	-37.8725238	-108.86202	-20.1681216	-8.42821218	28.67081832	0.95111028
4.06	406	-0.031	0.221	-0.137	-31.0543236	-92.1316464	-31.4553942	-8.83501236	27.71970804	0.73338624
4.07	407	0.01	0.206	-0.171	-22.8037284	-50.3630082	-35.6379876	-9.20743506	27.16966836	0.41252976
4.08	408	0.167	0.155	-0.202	-18.9649098	-18.334656	-30.939732	-9.5397507	26.93475558	0.10313244
4.09	409	0.419	0.151	-0.172	-22.5745452	5.2712136	-21.3713334	-9.87779592	26.95194432	-0.13178034
4.1	410	0.5	0.236	-0.22	-28.6479	14.32395	-13.178034	-10.26740736	27.08945424	-0.30939732
4.11	411	0.492	0.327	-0.341	-31.6845774	9.2246238	-8.1360036	-10.63983006	27.16393878	-0.41252976
4.12	412	0.465	0.396	-0.462	-29.8511118	1.8907614	-7.3338624	-10.97787528	27.16393878	-0.49274388
4.13	413	0.461	0.437	-0.532	-21.2567418	-2.1199446	-7.0473834	-11.22424722	27.1295613	-0.56149884
4.14	414	0.44	0.426	-0.578	-9.7975818	-3.724227	-4.8128472	-11.3445684	27.08372466	-0.60733548
4.15	415	0.388	0.422	-0.603	-5.6722842	-1.8907614	-0.6875496	-11.56802202	27.06653592	-0.68182002
4.16	416	0.383	0.47	-0.675	-3.0939732	2.3491278	3.6669312	-11.58521076	27.09518382	-0.64744254
4.17	417	0.412	0.474	-0.757	-2.8074942	5.2712136	6.6463128	-11.58521076	27.16393878	-0.58441716
4.18	418	0.456	0.483	-0.822	-5.2712136	3.9534102	8.7089616	-11.6023995	27.215505	-0.49274388
4.19	419	0.512	0.516	-0.894	-5.2139178	-0.286479	9.9694692	-11.6023995	27.23269374	-0.38388186
4.2	420	0.566	0.543	-0.943	-5.3858052	-3.6096354	11.0007936	-11.6310474	27.22123458	-0.26929026
4.21	421	0.636	0.508	-1.018	-5.2712136	-3.8388186	13.4072172	-11.61385866	27.20977542	-0.1145916
4.22	422	0.638	0.431	-1.107	-3.5523396	-7.2192708	17.5325148	-11.55656286	27.17539794	0.0859437
4.23	423	0.583	0.382	-1.097	-1.718874	-13.464513	23.2620948	-11.44197126	27.08945424	0.36669312
4.24	424	0.534	0.37	-1.078	-1.145916	-14.5531332	27.2728008	-11.30446134	26.99778096	0.69327918
4.25	425	0.448	0.333	-0.963	-1.145916	-17.6471064	29.507337	-11.172681	26.8717302	1.04278356
4.26	426	0.403	0.279	-0.898	-1.8334656	-20.626488	28.7051958	-11.0294415	26.7284907	1.39228794
4.27	427	0.367	0.202	-0.883	-1.7761698	-18.1627686	25.0955604	-10.90912032	26.59671036	1.70168526
4.28	428	0.358	0.138	-0.858	0.6302538	-17.3606274	20.05353	-10.78306956	26.46493002	1.9480572
4.29	429	0.38	0.121	-0.875	2.578311	-14.5531332	14.0947668	-10.67993712	26.34460884	2.13140376
4.3	430	0.425	0.12	-0.912	3.7815228	-7.8495246	9.453807	-10.57680468	26.2701243	2.25172494
4.31	431	0.457	0.102	-0.933	7.7922288	3.437748	5.9014674	-10.46794266	26.31596094	2.30902074
4.32	432	0.484	0.066	-0.918	8.2505952	9.0527364	5.3285094	-10.3705398	26.4133638	2.3491278
4.33	433	0.516	0.074	-0.871	11.4018642	10.4278356	5.2712136	-10.23302988	26.5279554	2.38923486
4.34	434	0.519	0.107	-0.872	15.469866	8.6516658	5.2139178	-10.06114248	26.62535826	2.42934192
4.35	435	0.547	0.113	-0.88	16.902261	5.7868758	5.5003968	-9.86060718	26.71130196	2.48090814
4.36	436	0.54	0.093	-0.861	17.8189938	2.1199446	4.9847346	-9.66007188	26.73994986	2.53247436
4.37	437	0.52	0.037	-0.858	19.5951636	-0.4010706	5.7868758	-9.43088868	26.74567944	2.59549974
4.38	438	0.453	-0.014	-0.825	17.5898106	0.0572958	5.3858052	-9.2246238	26.7571386	2.65279554
4.39	439	0.448	-0.043	-0.816	11.6310474	0.1145916	4.6409598	-9.08711388	26.76859776	2.70436176
4.4	440	0.434	-0.047	-0.855	5.0993262	1.2032118	4.1825934	-8.87511942	26.76859776	2.80176462
4.41	441	0.461	-0.007	-0.872	-0.286479	3.8388186	4.1252976	-8.86366026	26.8144344	2.84187168
4.42	442	0.468	0.053	-0.875	-1.2605076	3.151269	3.8388186	-8.85793068	26.84881188	2.88197874
4.43	443	0.469	0.059	-0.876	-2.578311	-2.291832	3.3231564	-8.86938984	26.83162314	2.9220858
4.44	444	0.414	0.023	-0.924	-4.6409598	-8.4797784	2.3491278	-8.89803774	26.75140902	2.96219286
4.45	445	0.321	0.013	-0.936	-5.3858052	-11.0007936	1.9480572	-8.88657858	26.5852512	3.02521824
4.46	446	0.325	0.044	-0.918	-5.9587632	-5.2712136	1.8334656	-8.93241522	26.53368498	3.05386614
4.47	447	0.392	0.071	-0.886	-6.016059	1.5469866	2.1199446	-8.98398144	26.55087372	3.07105488
4.48	448	0.448	0.084	-0.901	-5.5003968	0.572958	1.6042824	-9.03554766	26.5566033	3.08824362
4.49	449	0.45	0.083	-0.904	-4.6409598	-3.5523396	0.6302538	-9.07565472	26.52222582	3.10543236
4.5	450	0.436	0.079	-0.894	-4.5263682	-6.589017	-1.0886202	-9.09284346	26.4420117	3.11116194
4.51	451	0.425	0.064	-0.886	-4.4117766	-6.7036086	-3.4950438	-9.15013926	26.37325674	3.08251404
4.52	452	0.431	0.056	-0.873	-4.4690724	-6.3598338	-6.1306506	-9.2246238	26.2987722	3.02521824
4.53	453	0.448	0.057	-0.858	-5.0993262	-6.9327918	-8.307891	-9.3105675	26.21855808	2.94500412
4.54	454	0.466	0.079	-0.843	-5.9014674	-8.2505952	-9.453807	-9.40797036	26.12115522	2.85906042
4.55	455	0.477	0.111	-0.84	-7.2765666	-9.5683986	-9.9121734	-9.52256196	26.02375236	2.76165756
4.56	456	0.478	0.138	-0.846	-7.8495246	-8.3651868	-9.9694692	-9.64288314	25.92061992	2.66998428
4.57	457	0.477	0.156	-0.856	-7.3338624	-6.2452422	-9.453807	-9.75747474	25.84613538	2.57258142
4.58	458	0.479	0.167	-0.863	-6.9900876	-4.6982556	-8.0787078	-9.86633676	25.78311	2.4923673
4.59	459	0.487	0.178	-0.88	-6.875496	-2.9793816	-6.4171296	-9.96373962	25.74300294	2.42934192
4.6	460	0.498	0.191	-0.883	-7.5630456	-1.3178034	-5.0993262	-10.09551996	25.74300294	2.36058696
4.61	461	0.503	0.214	-0.846	-6.4171296	-3.5523396	-3.6096354	-10.17573408	25.70289588	2.33193906
4.62	462	0.491	0.214	-0.811	-4.1252976	-8.307891	-2.005353	-10.22157072	25.61695218	2.3204799
4.63	463	0.471	0.194	-0.811	-4.6409598	-12.7196676	-1.0313244	-10.26167778	25.49090142	2.33193906
4.64	464	0.449	0.19	-0.845	-5.156622	-12.891555	-0.4010706	-10.30178484	25.35912108	2.3491278
4.65	465	0.448	0.2	-0.877	-4.1825934	-12.5477802	0	-10.36481022	25.2387999	2.36058696
4.66	466	0.452	0.209	-0.894	-2.291832	-11.6883432	0.1145916	-10.37626938	25.1242083	2.38350528
4.67	467	0.461	0.202	-0.9	-0.1145916	-9.6829902	0.0572958	-10.3705398	25.03253502	2.40069402
4.68	468	0.466	0.19	-0.889	1.8334656	-7.2765666	0.3437748	-10.3418919	24.95805048	2.41215318
4.69	469	0.462	0.172	-0.877	3.0939732	-6.0733548	0.572958	-10.30178484	24.90075468	2.42934192
4.7	470	0.45	0.154	-0.878	3.5523396	-4.583664	0.7448454	-10.27313694	24.87210678	2.44080108
4.71	471	0.429	0.148	-0.874	3.2085648	-3.8961144	0.7448454	-10.23302988	24.8377293	2.45798982
4.72	472	0.417	0.148	-0.894	3.2085648	-2.9220858	0.7448454	-10.19292282	24.8090814	2.46944898
4.73	473	0.404	0.15	-0.908	3.5523396	-2.005353	0.6302538	-10.15281576	24.79189266	2.48090814
4.74	474	0.395	0.147	-0.905	3.724227	-2.4637194	0.4010706	-10.1127087	24.76897434	2.48663772
4.75	475	0.396	0.143	-0.899	4.010706	-2.1199446	0.3437748	-10.07260164	24.71740812	2.4923673
